SPCD,COMMON_NAME,GENUS,SPECIES,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,QUEBEC_NAME
744,swamp cottonwood,Populus,heterophylla,0,,,POHE4,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,
745,plains cottonwood,Populus,deltoides,0,,monilifera,PODEM,37,44,3,36,118,X,,,X,X,X,H,,,,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,
746,quaking aspen,Populus,tremuloides,0,,,POTR5,37,44,3,32,119,X,X,X,X,X,X,H,X,X,X,X,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,1,0.5,5,101.92,18,128.94286,16,0.38,1,14.4,27,0.09658,0.91882,0.08593,PET
747,black cottonwood,Populus,balsamifera,0,,trichocarpa,POBAT,37,44,4,36,137,X,,X,X,,X,H,,,X,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.31,1,0.4,5,100.325,7,137.80645,5,0.35,1,16.3,27,0.09658,0.91882,0.08593,
748,Fremont cottonwood,Populus,fremontii,0,,,POFR2,37,44,4,36,118,,,X,X,X,X,H,,,,X,,,W,,1.7,,,2/24/2005,333,,9/29/2009,10497,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.41,7,0.41,7,91.53659,22,56.34146,22,0.45,21,22,21,0.09658,0.91882,0.08593,
749,narrowleaf cottonwood,Populus,angustifolia,0,,,POAN3,37,44,3,36,118,X,,,X,X,X,H,,,,X,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,
752,silver poplar,Populus,alba,0,,,POAL7,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,
753,Lombardy poplar,Populus,nigra,0,,,PONI,37,44,3,36,146,X,X,X,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,8/10/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,
755,mesquite spp.,Prosopis,spp.,0,,,PROSO,48,48,4,38,157,,,,,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,N,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,19,0.65,22,40.53846,22,21.21795,22,0.82,11,15,21,0.12798,0.92267,0.12506,
756,honey mesquite ,Prosopis,glandulosa,0,,,PRGL2,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,
757,velvet mesquite,Prosopis,velutina,0,,,PRVE,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,
758,screwbean mesquite,Prosopis,pubescens,0,,,PRPU,48,48,4,38,157,,,X,X,X,,H,,,,,,E,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.78,24,0.65,24,41,24,21,24,0.82,24,15,24,0.12798,0.92267,0.12506,
760,cherry and plum spp.,Prunus,spp.,0,,,PRUNU,43,47,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,23,0.63,23,91,23,53,23,0.5,23,9.19,21,0.12766,0.91979,0.12152,
761,pin cherry,Prunus,pensylvanica,0,,,PRPE2,43,43,3,25,154,X,X,,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,PRP
762,black cherry,Prunus,serotina,0,,,PRSE2,41,41,3,33,121,X,X,,,X,X,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.47,1,0.63,3,90.77778,22,53.44681,16,0.5,1,9.2,34,0.12766,0.91979,0.12152,CET
763,chokecherry,Prunus,virginiana,0,,,PRVI,43,47,4,25,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,PRV
764,peach,Prunus,persica,0,,,PRPE3,43,47,3,25,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
765,Canada plum,Prunus,nigra,0,,,PRNI,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
766,American plum,Prunus,americana,0,,,PRAM,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
768,bitter cherry,Prunus,emarginata,0,,,PREM,47,47,4,25,221,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
769,Allegheny plum,Prunus,alleghaniensis,0,,,PRAL5,43,47,3,33,221,X,X,,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,BOJ
770,Chickasaw plum,Prunus,angustifolia,0,,,PRAN3,43,47,3,33,221,X,X,,,X,,H,,,,,,E,W,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
771,"sweet cherry, domesticated",Prunus,avium,0,,,PRAV,43,47,3,33,221,X,X,X,,X,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
772,"sour cherry, domesticated",Prunus,cerasus,0,,,PRCE,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
773,"European plum, domesticated",Prunus,domestica,0,,,PRDO,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
774,"Mahaleb cherry, domesticated",Prunus,mahaleb,0,,,PRMA,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,,,2/24/2005,333,,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,
800,oak spp,Quercus,spp.,0.5,,,QUERC,42,48,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.59,23,0.58,23,83,23,75.27,23,0.66,23,19.12,21,0.12798,0.92267,0.12506,
801,California live oak,Quercus,agrifolia,0.5,,,QUAG,46,46,4,29,138,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
802,white oak,Quercus,alba,0.5,,,QUAL,25,25,4,29,81,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.6,1,0.56,5,88.875,17,68.26667,5,0.68,1,16,36,0.12798,0.92267,0.12506,CHB
803,Arizona white oak,Quercus,arizonica,0.5,,,QUAR,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
804,swamp white oak,Quercus,bicolor,0.5,,,QUBI,25,25,4,29,222,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.64,1,0.55,22,89.4,22,57.75,5,0.72,1,16,21,0.12798,0.92267,0.12506,CHE
805,canyon live oak,Quercus,chrysolepis,1,,,QUCH2,46,46,4,29,142,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.7,7,0.64,6,90.29688,22,73.98571,5,0.74,21,16,21,0.12798,0.92267,0.12506,
806,scarlet oak,Quercus,coccinea,0,,,QUCO2,28,28,4,29,82,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.6,1,0.71,3,48.97183,14,70.93333,5,0.67,1,22,21,0.12798,0.92267,0.12506,
807,blue oak,Quercus,douglasii,0.5,,,QUDO,46,46,4,29,134,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
808,Durand oak,Quercus,sinuata,0.5,sinuata,,QUSIS,25,25,4,29,89,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
809,northern pin oak,Quercus,ellipsoidalis,0.5,,,QUEL,28,28,4,29,211,X,X,,,X,,H,X,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
810,Emory oak,Quercus,emoryi,0.5,,,QUEM,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
811,Engelmann oak,Quercus,engelmannii,0.5,,,QUEN,46,46,4,38,210,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
812,southern red oak,Quercus,falcata,0.5,,,QUFA,28,28,4,29,88,X,X,,,X,X,H,,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.52,1,0.68,3,48.47059,14,97.23077,5,0.59,1,22,36,0.12798,0.92267,0.12506,
813,cherrybark oak,Quercus,pagoda,0,,,QUPA5,26,26,4,29,87,X,X,,,X,X,H,,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.61,1,0.63,6,90.77778,17,68.13115,5,0.69,1,22,21,0.12798,0.92267,0.12506,
814,Gambel oak,Quercus,gambelii,0.5,,,QUGA,48,48,4,38,158,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.61,10,0.63,22,65.61208,22,65.5082,5,0.63,21,22,21,0.12798,0.92267,0.12506,
815,Oregon white oak,Quercus,garryana,0,,,QUGA4,46,46,4,29,140,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.64,11,0.63,7,65.34921,22,57.75,5,0.72,11,16,21,0.12798,0.92267,0.12506,
816,scrub oak,Quercus,ilicifolia,0.5,,,QUIL,43,43,4,29,89,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
817,shingle oak,Quercus,imbricaria,0.5,,,QUIM,28,28,4,29,202,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
818,California black oak,Quercus,kelloggii,0,,,QUKE,46,46,4,29,139,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.51,15,0.45,6,88.75556,22,101.09804,5,0.55,21,22,21,0.12798,0.92267,0.12506,
819,turkey oak,Quercus,laevis,0,,,QULA2,43,43,4,29,89,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
820,laurel oak,Quercus,laurifolia,1,,,QULA3,28,28,4,29,201,,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.5,22,121.16,13,83.14286,5,0.63,1,16,21,0.12798,0.92267,0.12506,
821,California white oak,Quercus,lobata,0.5,,,QULO,46,46,4,29,226,,,X,,,,H,,,,,,,W,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.55,7,0.55,7,89.4,22,83.56364,5,0.58,21,16,21,0.12798,0.92267,0.12506,
822,overcup oak,Quercus,lyrata,0.5,,,QULY,27,27,4,29,128,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.57,1,0.51,6,88.52941,22,77.12281,5,0.63,1,22,21,0.12798,0.92267,0.12506,
823,bur oak,Quercus,macrocarpa,0.5,,,QUMA2,25,47,4,29,83,X,X,,X,X,,H,X,,,X,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.58,1,0.54,3,89.92593,22,74.06897,5,0.64,1,16,21,0.12798,0.92267,0.12506,CHG
824,blackjack oak,Quercus,marilandica,0.5,,,QUMA3,28,28,4,29,206,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
825,swamp chestnut oak,Quercus,michauxii,0,,,QUMI,25,25,4,29,87,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.6,1,0.51,6,88.52941,22,68.26667,5,0.67,1,23,21,0.12798,0.92267,0.12506,
826,chinkapin oak,Quercus,muehlenbergii,0,,,QUMU,25,47,4,29,207,X,X,X,X,X,,H,X,,X,X,,E,,,1.7,,,2/24/2005,333,,10/9/2009,440,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
827,water oak,Quercus,nigra,0,,,QUNI,28,28,4,29,204,X,X,,,X,X,H,,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.62,6,73.17742,13,83.14286,5,0.63,1,16,21,0.12798,0.92267,0.12506,
828,Texas red oak,Quercus,texana,0.5,,,QUTE,28,28,4,29,143,X,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
829,Mexican blue oak,Quercus,oblongifolia,0.5,,,QUOB,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,,,2/24/2005,333,,8/10/2009,440,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
830,pin oak,Quercus,palustris,0,,,QUPA2,28,28,4,29,205,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.58,1,0.6,6,89.63333,17,76.82759,5,0.63,1,22,21,0.12798,0.92267,0.12506,
831,willow oak,Quercus,phellos,0,,,QUPH,28,28,4,29,125,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.59,3,90.13559,22,83.14286,5,0.69,1,16,21,0.12798,0.92267,0.12506,
743,bigtooth aspen,Populus,grandidentata,0,,,POGR4,37,37,3,32,119,X,X,,,X,X,H,X,X,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.36,1,0.59,3,90.13559,22,91.41667,5,0.39,1,14.4,21,0.09658,0.91882,0.08593,PEG
832,chestnut oak,Quercus,prinus,0.5,,,QUPR2,27,27,4,29,84,X,X,,,X,X,H,,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.57,1,0.54,3,60.25926,14,77.12281,5,0.66,1,23,36,0.12798,0.92267,0.12506,
833,northern red oak,Quercus,rubra,0.5,,,QURU,26,26,4,29,85,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.56,1,0.68,5,90.89706,17,83.14286,5,0.63,1,20,35,0.12798,0.92267,0.12506,CHR
834,Shumard oak,Quercus,shumardii,0.5,,,QUSH,26,26,4,29,87,X,X,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
835,post oak,Quercus,stellata,0,,,QUST,27,27,4,29,86,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.6,1,0.51,3,88.52941,17,70.93333,5,0.67,1,22,21,0.12798,0.92267,0.12506,
836,Delta post oak,Quercus,similis,0.5,,,QUSI2,27,27,4,29,87,,,,,X,,H,,,,,,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,
837,black oak,Quercus,velutina,0.5,,,QUVE,28,28,4,29,120,X,X,,,X,X,H,X,X,,,X,E,,,1.7,,,2/24/2005,333,,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.6,3,89.63333,17,83.14286,5,0.61,1,18.5,34,0.12798,0.92267,0.12506,
